,year,ethnicity,age,population
18564,2013,Total Malays,70 Years & Over,22504
18565,2013,Total Malays,75 Years & Over,13775
18566,2013,Total Malays,80 Years & Over,6678
18567,2013,Total Malays,85 Years & Over,2605
18568,2013,Total Male Malays,0  -  4 Years,15676
18569,2013,Total Male Malays,5  -  9 Years,17088
18570,2013,Total Male Malays,10 - 14 Years,20785
18571,2013,Total Male Malays,15 - 19 Years,23602
18572,2013,Total Male Malays,20 - 24 Years,24908
18573,2013,Total Male Malays,25 - 29 Years,20621
18574,2013,Total Male Malays,30 - 34 Years,17004
18575,2013,Total Male Malays,35 - 39 Years,14338
18576,2013,Total Male Malays,40 - 44 Years,16122
18577,2013,Total Male Malays,45 - 49 Years,20747
18578,2013,Total Male Malays,50 - 54 Years,21006
18579,2013,Total Male Malays,55 - 59 Years,16523
18580,2013,Total Male Malays,60 - 64 Years,10661
18581,2013,Total Male Malays,65 - 69 Years,6380
18582,2013,Total Male Malays,70 - 74 Years,3815
18583,2013,Total Male Malays,75 - 79 Years,3049
18584,2013,Total Male Malays,80 - 84 Years,1678
18585,2013,Total Male Malays,65 Years & Over,16095
18586,2013,Total Male Malays,70 Years & Over,9715
18587,2013,Total Male Malays,75 Years & Over,5900
18588,2013,Total Male Malays,80 Years & Over,2851
18589,2013,Total Male Malays,85 Years & Over,1173
18590,2013,Total Female Malays,0  -  4 Years,14911
18591,2013,Total Female Malays,5  -  9 Years,16291
18592,2013,Total Female Malays,10 - 14 Years,19117
18593,2013,Total Female Malays,15 - 19 Years,22165
18594,2013,Total Female Malays,20 - 24 Years,23770
18595,2013,Total Female Malays,25 - 29 Years,20183
18596,2013,Total Female Malays,30 - 34 Years,17416
18597,2013,Total Female Malays,35 - 39 Years,15492
18598,2013,Total Female Malays,40 - 44 Years,17201
18599,2013,Total Female Malays,45 - 49 Years,21463
18600,2013,Total Female Malays,50 - 54 Years,21018
18601,2013,Total Female Malays,55 - 59 Years,16848
18602,2013,Total Female Malays,60 - 64 Years,11831
18603,2013,Total Female Malays,65 - 69 Years,7166
18604,2013,Total Female Malays,70 - 74 Years,4914
18605,2013,Total Female Malays,75 - 79 Years,4048
18606,2013,Total Female Malays,80 - 84 Years,2395
18607,2013,Total Female Malays,65 Years & Over,19955
18608,2013,Total Female Malays,70 Years & Over,12789
18609,2013,Total Female Malays,75 Years & Over,7875
18610,2013,Total Female Malays,80 Years & Over,3827
18611,2013,Total Female Malays,85 Years & Over,1432
18612,2013,Total Chinese,0  -  4 Years,127411
18613,2013,Total Chinese,5  -  9 Years,134501
18614,2013,Total Chinese,10 - 14 Years,152444
18615,2013,Total Chinese,15 - 19 Years,179429
18616,2013,Total Chinese,20 - 24 Years,190460
18617,2013,Total Chinese,25 - 29 Years,184455
18618,2013,Total Chinese,30 - 34 Years,215075
18619,2013,Total Chinese,35 - 39 Years,223574
18620,2013,Total Chinese,40 - 44 Years,231365
18621,2013,Total Chinese,45 - 49 Years,233414
18622,2013,Total Chinese,50 - 54 Years,237503
18623,2013,Total Chinese,55 - 59 Years,222954
18624,2013,Total Chinese,60 - 64 Years,181827
18625,2013,Total Chinese,65 - 69 Years,121587
18626,2013,Total Chinese,70 - 74 Years,89985
18627,2013,Total Chinese,75 - 79 Years,58427
18628,2013,Total Chinese,80 - 84 Years,38500
18629,2013,Total Chinese,65 Years & Over,339339
18630,2013,Total Chinese,70 Years & Over,217752
18631,2013,Total Chinese,75 Years & Over,127767
18632,2013,Total Chinese,80 Years & Over,69340
18633,2013,Total Chinese,85 Years & Over,30840
18634,2013,Total Male Chinese,0  -  4 Years,65562
18635,2013,Total Male Chinese,5  -  9 Years,68932
18636,2013,Total Male Chinese,10 - 14 Years,78468
18637,2013,Total Male Chinese,15 - 19 Years,91804
18638,2013,Total Male Chinese,20 - 24 Years,95779
18639,2013,Total Male Chinese,25 - 29 Years,89948
18640,2013,Total Male Chinese,30 - 34 Years,102421
18641,2013,Total Male Chinese,35 - 39 Years,105906
18642,2013,Total Male Chinese,40 - 44 Years,110102
18643,2013,Total Male Chinese,45 - 49 Years,115135
18644,2013,Total Male Chinese,50 - 54 Years,118916
18645,2013,Total Male Chinese,55 - 59 Years,111290
18646,2013,Total Male Chinese,60 - 64 Years,90404
18647,2013,Total Male Chinese,65 - 69 Years,58695
18648,2013,Total Male Chinese,70 - 74 Years,41562
18649,2013,Total Male Chinese,75 - 79 Years,25900
18650,2013,Total Male Chinese,80 - 84 Years,15046
18651,2013,Total Male Chinese,65 Years & Over,150516
18652,2013,Total Male Chinese,70 Years & Over,91821
18653,2013,Total Male Chinese,75 Years & Over,50259
18654,2013,Total Male Chinese,80 Years & Over,24359
18655,2013,Total Male Chinese,85 Years & Over,9313
18656,2013,Total Female Chinese,0  -  4 Years,61849
18657,2013,Total Female Chinese,5  -  9 Years,65569
18658,2013,Total Female Chinese,10 - 14 Years,73976
18659,2013,Total Female Chinese,15 - 19 Years,87625
18660,2013,Total Female Chinese,20 - 24 Years,94681
18661,2013,Total Female Chinese,25 - 29 Years,94507
18662,2013,Total Female Chinese,30 - 34 Years,112654
18663,2013,Total Female Chinese,35 - 39 Years,117668
18664,2013,Total Female Chinese,40 - 44 Years,121263
18665,2013,Total Female Chinese,45 - 49 Years,118279
18666,2013,Total Female Chinese,50 - 54 Years,118587
18667,2013,Total Female Chinese,55 - 59 Years,111664
18668,2013,Total Female Chinese,60 - 64 Years,91423
18669,2013,Total Female Chinese,65 - 69 Years,62892
18670,2013,Total Female Chinese,70 - 74 Years,48423
18671,2013,Total Female Chinese,75 - 79 Years,32527
18672,2013,Total Female Chinese,80 - 84 Years,23454
18673,2013,Total Female Chinese,65 Years & Over,188823
18674,2013,Total Female Chinese,70 Years & Over,125931
18675,2013,Total Female Chinese,75 Years & Over,77508
18676,2013,Total Female Chinese,80 Years & Over,44981
18677,2013,Total Female Chinese,85 Years & Over,21527
18678,2013,Total Indians,0  -  4 Years,18276
18679,2013,Total Indians,5  -  9 Years,27413
18680,2013,Total Indians,10 - 14 Years,24614
18681,2013,Total Indians,15 - 19 Years,22643
18682,2013,Total Indians,20 - 24 Years,22273
18683,2013,Total Indians,25 - 29 Years,23898
18684,2013,Total Indians,30 - 34 Years,34287
18685,2013,Total Indians,35 - 39 Years,35697
18686,2013,Total Indians,40 - 44 Years,31944
18687,2013,Total Indians,45 - 49 Years,28417
18688,2013,Total Indians,50 - 54 Years,24990
18689,2013,Total Indians,55 - 59 Years,19366
18690,2013,Total Indians,60 - 64 Years,14318
18691,2013,Total Indians,65 - 69 Years,8575
18692,2013,Total Indians,70 - 74 Years,5782
18693,2013,Total Indians,75 - 79 Years,4159
18694,2013,Total Indians,80 - 84 Years,2931
18695,2013,Total Indians,65 Years & Over,23531
18696,2013,Total Indians,70 Years & Over,14956
18697,2013,Total Indians,75 Years & Over,9174
18698,2013,Total Indians,80 Years & Over,5015
18699,2013,Total Indians,85 Years & Over,2084
18700,2013,Total Male Indians,0  -  4 Years,8983
18701,2013,Total Male Indians,5  -  9 Years,13577
18702,2013,Total Male Indians,10 - 14 Years,12326
18703,2013,Total Male Indians,15 - 19 Years,11232
18704,2013,Total Male Indians,20 - 24 Years,10987
18705,2013,Total Male Indians,25 - 29 Years,11080
18706,2013,Total Male Indians,30 - 34 Years,16555
18707,2013,Total Male Indians,35 - 39 Years,19702
18708,2013,Total Male Indians,40 - 44 Years,18724
18709,2013,Total Male Indians,45 - 49 Years,15948
18710,2013,Total Male Indians,50 - 54 Years,13329
18711,2013,Total Male Indians,55 - 59 Years,9961
18712,2013,Total Male Indians,60 - 64 Years,7124
18713,2013,Total Male Indians,65 - 69 Years,4166
18714,2013,Total Male Indians,70 - 74 Years,2641
18715,2013,Total Male Indians,75 - 79 Years,1778
18716,2013,Total Male Indians,80 - 84 Years,1538
18717,2013,Total Male Indians,65 Years & Over,11361
18718,2013,Total Male Indians,70 Years & Over,7195
18719,2013,Total Male Indians,75 Years & Over,4554
18720,2013,Total Male Indians,80 Years & Over,2776
18721,2013,Total Male Indians,85 Years & Over,1238
18722,2013,Total Female Indians,0  -  4 Years,9293
18723,2013,Total Female Indians,5  -  9 Years,13836
18724,2013,Total Female Indians,10 - 14 Years,12288
18725,2013,Total Female Indians,15 - 19 Years,11411
18726,2013,Total Female Indians,20 - 24 Years,11286
18727,2013,Total Female Indians,25 - 29 Years,12818
18728,2013,Total Female Indians,30 - 34 Years,17732
18729,2013,Total Female Indians,35 - 39 Years,15995
18730,2013,Total Female Indians,40 - 44 Years,13220
18731,2013,Total Female Indians,45 - 49 Years,12469
18732,2013,Total Female Indians,50 - 54 Years,11661
18733,2013,Total Female Indians,55 - 59 Years,9405
18734,2013,Total Female Indians,60 - 64 Years,7194
18735,2013,Total Female Indians,65 - 69 Years,4409
18736,2013,Total Female Indians,70 - 74 Years,3141
18737,2013,Total Female Indians,75 - 79 Years,2381
18738,2013,Total Female Indians,80 - 84 Years,1393
18739,2013,Total Female Indians,65 Years & Over,12170
18740,2013,Total Female Indians,70 Years & Over,7761
18741,2013,Total Female Indians,75 Years & Over,4620
18742,2013,Total Female Indians,80 Years & Over,2239
18743,2013,Total Female Indians,85 Years & Over,846
18744,2013,Other Ethnic Groups (Total),0  -  4 Years,7021
18745,2013,Other Ethnic Groups (Total),5  -  9 Years,10411
18746,2013,Other Ethnic Groups (Total),10 - 14 Years,9284
18747,2013,Other Ethnic Groups (Total),15 - 19 Years,7227
18748,2013,Other Ethnic Groups (Total),20 - 24 Years,5478
18749,2013,Other Ethnic Groups (Total),25 - 29 Years,6458
18750,2013,Other Ethnic Groups (Total),30 - 34 Years,13088
18751,2013,Other Ethnic Groups (Total),35 - 39 Years,16402
18752,2013,Other Ethnic Groups (Total),40 - 44 Years,15949
18753,2013,Other Ethnic Groups (Total),45 - 49 Years,12295
18754,2013,Other Ethnic Groups (Total),50 - 54 Years,8471
18755,2013,Other Ethnic Groups (Total),55 - 59 Years,5378
18756,2013,Other Ethnic Groups (Total),60 - 64 Years,3517
18757,2013,Other Ethnic Groups (Total),65 - 69 Years,2109
18758,2013,Other Ethnic Groups (Total),70 - 74 Years,1250
18759,2013,Other Ethnic Groups (Total),75 - 79 Years,936
18760,2013,Other Ethnic Groups (Total),80 - 84 Years,695
18761,2013,Other Ethnic Groups (Total),65 Years & Over,5517
18762,2013,Other Ethnic Groups (Total),70 Years & Over,3408
18763,2013,Other Ethnic Groups (Total),75 Years & Over,2158
18764,2013,Other Ethnic Groups (Total),80 Years & Over,1222
18765,2013,Other Ethnic Groups (Total),85 Years & Over,527
18766,2013,Other Ethnic Groups (Males),0  -  4 Years,3299
18767,2013,Other Ethnic Groups (Males),5  -  9 Years,4989
18768,2013,Other Ethnic Groups (Males),10 - 14 Years,4421
18769,2013,Other Ethnic Groups (Males),15 - 19 Years,3351
18770,2013,Other Ethnic Groups (Males),20 - 24 Years,2360
18771,2013,Other Ethnic Groups (Males),25 - 29 Years,2364
18772,2013,Other Ethnic Groups (Males),30 - 34 Years,5282
18773,2013,Other Ethnic Groups (Males),35 - 39 Years,7462
18774,2013,Other Ethnic Groups (Males),40 - 44 Years,7743
18775,2013,Other Ethnic Groups (Males),45 - 49 Years,6482
18776,2013,Other Ethnic Groups (Males),50 - 54 Years,4538
18777,2013,Other Ethnic Groups (Males),55 - 59 Years,3039
18778,2013,Other Ethnic Groups (Males),60 - 64 Years,2052
18779,2013,Other Ethnic Groups (Males),65 - 69 Years,1284
18780,2013,Other Ethnic Groups (Males),70 - 74 Years,645
18781,2013,Other Ethnic Groups (Males),75 - 79 Years,437
18782,2013,Other Ethnic Groups (Males),80 - 84 Years,310
18783,2013,Other Ethnic Groups (Males),65 Years & Over,2874
18784,2013,Other Ethnic Groups (Males),70 Years & Over,1590
18785,2013,Other Ethnic Groups (Males),75 Years & Over,945
18786,2013,Other Ethnic Groups (Males),80 Years & Over,508
18787,2013,Other Ethnic Groups (Males),85 Years & Over,198
18788,2013,Other Ethnic Groups (Females),0  -  4 Years,3722
18789,2013,Other Ethnic Groups (Females),5  -  9 Years,5422
18790,2013,Other Ethnic Groups (Females),10 - 14 Years,4863
18791,2013,Other Ethnic Groups (Females),15 - 19 Years,3876
18792,2013,Other Ethnic Groups (Females),20 - 24 Years,3118
18793,2013,Other Ethnic Groups (Females),25 - 29 Years,4094
18794,2013,Other Ethnic Groups (Females),30 - 34 Years,7806
18795,2013,Other Ethnic Groups (Females),35 - 39 Years,8940
18796,2013,Other Ethnic Groups (Females),40 - 44 Years,8206
18797,2013,Other Ethnic Groups (Females),45 - 49 Years,5813
18798,2013,Other Ethnic Groups (Females),50 - 54 Years,3933
18799,2013,Other Ethnic Groups (Females),55 - 59 Years,2339
18800,2013,Other Ethnic Groups (Females),60 - 64 Years,1465
18801,2013,Other Ethnic Groups (Females),65 - 69 Years,825
18802,2013,Other Ethnic Groups (Females),70 - 74 Years,605
18803,2013,Other Ethnic Groups (Females),75 - 79 Years,499
18804,2013,Other Ethnic Groups (Females),80 - 84 Years,385
18805,2013,Other Ethnic Groups (Females),65 Years & Over,2643
18806,2013,Other Ethnic Groups (Females),70 Years & Over,1818
18807,2013,Other Ethnic Groups (Females),75 Years & Over,1213
18808,2013,Other Ethnic Groups (Females),80 Years & Over,714
18809,2013,Other Ethnic Groups (Females),85 Years & Over,329
18810,2014,Total Residents,0  -  4 Years,181369
18811,2014,Total Residents,5  -  9 Years,205790
18812,2014,Total Residents,10 - 14 Years,220796
18813,2014,Total Residents,15 - 19 Years,247337
18814,2014,Total Residents,20 - 24 Years,263918
18815,2014,Total Residents,25 - 29 Years,265659
18816,2014,Total Residents,30 - 34 Years,292287
18817,2014,Total Residents,35 - 39 Years,302029
18818,2014,Total Residents,40 - 44 Years,316023
18819,2014,Total Residents,45 - 49 Years,308533
18820,2014,Total Residents,50 - 54 Years,315503
18821,2014,Total Residents,55 - 59 Years,288392
18822,2014,Total Residents,60 - 64 Years,231502
18823,2014,Total Residents,65 - 69 Years,161198
18824,2014,Total Residents,70 - 74 Years,106815
18825,2014,Total Residents,75 - 79 Years,76294
18826,2014,Total Residents,80 - 84 Years,48418
18827,2014,Total Residents,65 Years & Over,431601
18828,2014,Total Residents,70 Years & Over,270403
18829,2014,Total Residents,75 Years & Over,163588
18830,2014,Total Residents,80 Years & Over,87294
18831,2014,Total Residents,85 Years & Over,38876
18832,2014,Total Male Residents,0  -  4 Years,92528
18833,2014,Total Male Residents,5  -  9 Years,104588
18834,2014,Total Male Residents,10 - 14 Years,112959
18835,2014,Total Male Residents,15 - 19 Years,126514
18836,2014,Total Male Residents,20 - 24 Years,132902
18837,2014,Total Male Residents,25 - 29 Years,129304
18838,2014,Total Male Residents,30 - 34 Years,138954
18839,2014,Total Male Residents,35 - 39 Years,144959
18840,2014,Total Male Residents,40 - 44 Years,154320
18841,2014,Total Male Residents,45 - 49 Years,153194
18842,2014,Total Male Residents,50 - 54 Years,158734
18843,2014,Total Male Residents,55 - 59 Years,144316
18844,2014,Total Male Residents,60 - 64 Years,115217
18845,2014,Total Male Residents,65 - 69 Years,78285
18846,2014,Total Male Residents,70 - 74 Years,49438
18847,2014,Total Male Residents,75 - 79 Years,33753
18848,2014,Total Male Residents,80 - 84 Years,19515
18849,2014,Total Male Residents,65 Years & Over,193921
18850,2014,Total Male Residents,70 Years & Over,115636
18851,2014,Total Male Residents,75 Years & Over,66198
18852,2014,Total Male Residents,80 Years & Over,32445
18853,2014,Total Male Residents,85 Years & Over,12930
18854,2014,Total Female Residents,0  -  4 Years,88841
18855,2014,Total Female Residents,5  -  9 Years,101202
18856,2014,Total Female Residents,10 - 14 Years,107837
18857,2014,Total Female Residents,15 - 19 Years,120823
18858,2014,Total Female Residents,20 - 24 Years,131016
18859,2014,Total Female Residents,25 - 29 Years,136355
18860,2014,Total Female Residents,30 - 34 Years,153333
18861,2014,Total Female Residents,35 - 39 Years,157070
18862,2014,Total Female Residents,40 - 44 Years,161703
18863,2014,Total Female Residents,45 - 49 Years,155339
18864,2014,Total Female Residents,50 - 54 Years,156769
18865,2014,Total Female Residents,55 - 59 Years,144076
18866,2014,Total Female Residents,60 - 64 Years,116285
18867,2014,Total Female Residents,65 - 69 Years,82913
18868,2014,Total Female Residents,70 - 74 Years,57377
18869,2014,Total Female Residents,75 - 79 Years,42541
18870,2014,Total Female Residents,80 - 84 Years,28903
18871,2014,Total Female Residents,65 Years & Over,237680
18872,2014,Total Female Residents,70 Years & Over,154767
18873,2014,Total Female Residents,75 Years & Over,97390
18874,2014,Total Female Residents,80 Years & Over,54849
18875,2014,Total Female Residents,85 Years & Over,25946
18876,2014,Total Malays,0  -  4 Years,30899
18877,2014,Total Malays,5  -  9 Years,32837
18878,2014,Total Malays,10 - 14 Years,38395
18879,2014,Total Malays,15 - 19 Years,44424
18880,2014,Total Malays,20 - 24 Years,49165
18881,2014,Total Malays,25 - 29 Years,42597
18882,2014,Total Malays,30 - 34 Years,35985
18883,2014,Total Malays,35 - 39 Years,29430
18884,2014,Total Malays,40 - 44 Years,32636
18885,2014,Total Malays,45 - 49 Years,39787
18886,2014,Total Malays,50 - 54 Years,43038
18887,2014,Total Malays,55 - 59 Years,34819
18888,2014,Total Malays,60 - 64 Years,24415
18889,2014,Total Malays,65 - 69 Years,14944
18890,2014,Total Malays,70 - 74 Years,8841
18891,2014,Total Malays,75 - 79 Years,7200
18892,2014,Total Malays,80 - 84 Years,4386
18893,2014,Total Malays,65 Years & Over,38230
18894,2014,Total Malays,70 Years & Over,23286
18895,2014,Total Malays,75 Years & Over,14445
18896,2014,Total Malays,80 Years & Over,7245
18897,2014,Total Malays,85 Years & Over,2859
18898,2014,Total Male Malays,0  -  4 Years,15869
18899,2014,Total Male Malays,5  -  9 Years,16864
18900,2014,Total Male Malays,10 - 14 Years,19789
18901,2014,Total Male Malays,15 - 19 Years,23006
18902,2014,Total Male Malays,20 - 24 Years,25206
18903,2014,Total Male Malays,25 - 29 Years,21596
18904,2014,Total Male Malays,30 - 34 Years,17966
18905,2014,Total Male Malays,35 - 39 Years,14083
18906,2014,Total Male Malays,40 - 44 Years,15803
18907,2014,Total Male Malays,45 - 49 Years,19363
18908,2014,Total Male Malays,50 - 54 Years,21462
18909,2014,Total Male Malays,55 - 59 Years,17271
